Time,Theta1_planned,Theta1_current,Theta2_planned,Theta2_current,h3_planned,h3_current,Theta4_planned,Theta4_current,x,y
32.3604,-5.51553,5.48851,92.904,71.0131,-197.876,-194.008,77.038,66.1261,322.293,79.7428
32.4004,-5.7159,5.32787,92.7452,70.8863,-197.718,-193.882,76.6169,65.7893,330.553,57.6057
32.4404,-5.91555,5.16785,92.5858,70.759,-197.559,-193.755,76.1951,65.4521,335.192,34.5125
32.4804,-6.11448,5.00839,92.4259,70.6312,-197.399,-193.627,75.7727,65.1144,336.13,11.0546
32.5204,-6.31268,4.84947,92.2653,70.503,-197.237,-193.499,75.3497,64.7761,333.38,-12.1724
32.5604,-6.51015,4.62193,92.1042,70.318,-197.075,-193.313,74.9261,64.2892,323.203,-43.9953
32.6004,-6.70688,4.46426,91.9424,70.1888,-196.912,-193.183,74.5019,63.9501,312.093,-64.2849
32.6404,-6.90288,4.30713,91.7801,70.0591,-196.748,-193.051,74.0771,63.6104,298.03,-82.4888
32.6804,-7.09813,4.07722,91.6171,69.868,-196.582,-192.858,73.6516,63.1108,272.831,-104.581
32.7204,-7.29264,3.92123,91.4536,69.7374,-196.416,-192.725,73.2256,62.77,253.221,-115.975
32.7604,-7.4864,3.7659,91.2895,69.6063,-196.248,-192.591,72.7989,62.4289,232.231,-124.11
32.8004,-7.67941,3.61602,91.1248,69.4789,-196.08,-192.461,72.3717,62.098,211.084,-128.743
32.8404,-7.87166,3.39435,90.9595,69.289,-195.91,-192.267,71.9439,61.606,179.251,-129.616
32.8804,-8.06315,3.24096,90.7937,69.1566,-195.74,-192.131,71.5155,61.2637,157.576,-126.04
32.9204,-8.25387,3.02113,90.6272,68.9655,-195.568,-191.934,71.0865,60.7706,128.204,-115.175
32.9604,-8.44383,2.86882,90.4602,68.8321,-195.395,-191.796,70.6569,60.4271,109.701,-103.949
33.0004,-8.63301,2.71713,90.2926,68.6982,-195.221,-191.657,70.2267,60.0831,93.2878,-90.0695
33.0404,-8.82142,2.56607,90.1244,68.5639,-195.046,-191.517,69.7959,59.7387,79.3285,-73.9091
33.0804,-9.00905,2.34978,89.9556,68.3701,-194.87,-191.316,69.3646,59.2428,64.1269,-47.4949
33.1204,-9.1959,2.19998,89.7863,68.2348,-194.693,-191.174,68.9327,58.8975,57.2465,-27.5508
33.1604,-9.38195,2.05078,89.6164,68.0991,-194.515,-191.032,68.5002,58.5516,53.5528,-6.87877
33.2004,-9.56722,1.90221,89.4459,67.9629,-194.335,-190.889,68.0671,58.2053,53.0935,14.0252
33.2404,-9.75169,1.75431,89.2748,67.8262,-194.155,-190.745,67.6335,57.8586,55.8384,34.6659
33.2804,-9.93537,1.60697,89.1031,67.6891,-193.974,-190.6,67.1993,57.5113,61.6901,54.5899
33.3204,-10.1182,1.46035,88.9309,67.5515,-193.791,-190.455,66.7645,57.1637,70.4733,73.328
33.3604,-10.3003,1.2505,88.7581,67.3531,-193.608,-190.244,66.3292,56.6634,87.7826,97.4135
33.4004,-10.4816,1.1051,88.5848,67.2146,-193.423,-190.097,65.8933,56.3147,102.682,111.687
33.4404,-10.662,0.960428,88.4109,67.0757,-193.237,-189.949,65.4569,55.9658,119.505,123.554
33.4804,-10.8416,0.816355,88.2364,66.9363,-193.05,-189.8,65.0199,55.6164,137.881,132.792
33.5204,-11.0204,0.672925,88.0613,66.7964,-192.862,-189.649,64.5824,55.2664,157.392,139.223
33.5604,-11.1984,0.530203,87.8857,66.6561,-192.673,-189.499,64.1443,54.9162,177.601,142.736
33.6004,-11.3756,0.388149,87.7095,66.5154,-192.483,-189.347,63.7057,54.5655,198.082,143.287
33.6404,-11.5519,0.184875,87.5327,66.3124,-192.291,-189.127,63.2665,54.0607,227.171,138.937
33.6804,-11.7274,0.0441071,87.3554,66.1707,-192.099,-188.974,62.8268,53.709,246.586,132.448
33.7204,-11.902,-0.0959742,87.1775,66.0286,-191.905,-188.819,62.3865,53.3569,264.86,123.3
33.7604,-12.0758,-0.235374,86.9991,65.8861,-191.711,-188.664,61.9457,53.0044,281.639,111.704
33.8004,-12.2488,-0.3741,86.8201,65.7431,-191.515,-188.508,61.5044,52.6515,296.609,97.9172
33.8404,-12.4209,-0.512157,86.6405,65.5996,-191.318,-188.351,61.0626,52.2982,309.5,82.2333
33.8804,-12.5921,-0.649532,86.4604,65.4557,-191.12,-188.193,60.6202,51.9444,320.085,64.9796
33.9204,-12.7625,-0.845979,86.2797,65.2482,-190.921,-187.964,60.1773,51.4353,330.934,38.1093
33.9604,-12.932,-0.982008,86.0985,65.1034,-190.721,-187.805,59.7339,51.0806,335.285,18.4763
34.0004,-13.1007,-1.1173,85.9167,64.9582,-190.519,-187.644,59.2899,50.7256,336.944,-1.46865
34.0404,-13.2684,-1.2519,85.7344,64.8125,-190.317,-187.482,58.8455,50.3702,335.92,-21.3592
34.0804,-13.4354,-1.38583,85.5515,64.6664,-190.113,-187.32,58.4005,50.0143,332.273,-40.8353
34.1204,-13.6014,-1.51901,85.3681,64.5199,-189.908,-187.156,57.955,49.6581,326.11,-59.5401
34.1604,-13.7665,-1.65153,85.1841,64.3729,-189.702,-186.992,57.509,49.3014,317.58,-77.1616
34.2004,-13.9308,-1.84095,84.9996,64.161,-189.495,-186.755,57.0625,48.7882,301.55,-100.017
34.2404,-14.0942,-1.96801,84.8145,64.0176,-189.287,-186.594,56.6155,48.4417,288.529,-113.443
34.2804,-14.2567,-2.09832,84.6289,63.8694,-189.078,-186.427,56.168,48.084,273.542,-125.354
34.3204,-14.4183,-2.22798,84.4427,63.7206,-188.867,-186.259,55.72,47.7257,257.25,-135.137
34.3604,-14.579,-2.35695,84.256,63.5714,-188.656,-186.09,55.2715,47.367,239.958,-142.659
34.4004,-14.7387,-2.48516,84.0688,63.4218,-188.443,-185.92,54.8225,47.0079,221.991,-147.831
34.4404,-14.8976,-2.61263,83.881,63.2718,-188.229,-185.749,54.3731,46.6485,203.662,-150.612
34.4804,-15.0556,-2.79485,83.6927,63.0555,-188.014,-185.503,53.9231,46.1312,177.272,-150.426
34.5204,-15.2126,-2.92089,83.5038,62.9046,-187.798,-185.33,53.4726,45.7709,159.312,-147.444
34.5604,-15.3688,-3.04617,83.3144,62.7532,-187.58,-185.157,53.0217,45.4104,142.037,-142.226
34.6004,-15.524,-3.17074,83.1244,62.6014,-187.362,-184.982,52.5703,45.0493,125.709,-134.899
34.6404,-15.6782,-3.29456,82.9339,62.4493,-187.142,-184.807,52.1184,44.6879,110.582,-125.626
34.6804,-15.8316,-3.41767,82.7429,62.2966,-186.921,-184.631,51.666,44.3261,96.8683,-114.591
34.7204,-15.984,-3.53997,82.5514,62.1436,-186.699,-184.453,51.2132,43.964,84.7714,-102.015
34.7604,-16.1355,-3.71474,82.3593,61.9229,-186.476,-184.197,50.7598,43.4429,70.4955,-81.6591
34.8004,-16.286,-3.83559,82.1667,61.769,-186.252,-184.018,50.3061,43.0799,62.9087,-66.2522
34.8404,-16.4356,-3.95583,81.9735,61.6144,-186.026,-183.838,49.8518,42.7161,57.3498,-50.1146
34.8804,-16.5843,-4.07496,81.7798,61.4599,-185.799,-183.657,49.3971,42.353,53.8827,-33.5751
34.9204,-16.7319,-4.19351,81.5856,61.3048,-185.572,-183.476,48.9419,41.989,52.5011,-16.823
34.9604,-16.8787,-4.31131,81.3909,61.1491,-185.343,-183.293,48.4863,41.6246,53.1929,-0.13527
35.0004,-17.0244,-4.42833,81.1957,60.9931,-185.112,-183.109,48.0302,41.2598,55.9092,16.2384
35.0404,-17.1692,-4.59545,80.9999,60.7682,-184.881,-182.843,47.5737,40.7349,63.2124,38.7904
35.0804,-17.3131,-4.71094,80.8036,60.6113,-184.648,-182.658,47.1167,40.3694,70.514,53.489
35.1204,-17.4559,-4.82566,80.6067,60.454,-184.414,-182.471,46.6593,40.0036,79.4805,67.133
35.1604,-17.5978,-4.93957,80.4094,60.2963,-184.179,-182.284,46.2014,39.6374,89.9517,79.5448
35.2004,-17.7387,-5.05269,80.2115,60.1383,-183.943,-182.095,45.7431,39.2709,101.756,90.5772
35.2404,-17.8787,-5.16508,80.0131,59.9797,-183.706,-181.906,45.2843,38.9039,114.716,100.11
35.2804,-18.0176,-5.32544,79.8142,59.7512,-183.467,-181.632,44.8251,38.3761,134.987,110.986
35.3204,-18.1556,-5.48813,79.6148,59.5172,-183.228,-181.351,44.3655,37.8362,157.186,118.467
35.3604,-18.2925,-5.59817,79.4149,59.3573,-182.987,-181.158,43.9054,37.468,172.822,121.379
35.4004,-18.4285,-5.70731,79.2144,59.1972,-182.744,-180.965,43.4449,37.0999,188.601,122.504
35.4404,-18.5634,-5.8123,79.0134,59.0416,-182.501,-180.777,42.984,36.7428,203.85,121.91
35.4804,-18.6974,-5.91988,78.812,58.8806,-182.256,-180.582,42.5227,36.3738,219.359,119.598
35.5204,-18.8303,-6.02668,78.61,58.7191,-182.011,-180.386,42.0609,36.0044,234.453,115.62
35.5604,-18.9622,-6.17566,78.4075,58.4916,-181.764,-180.108,41.5988,35.4847,254.66,107.352
35.6004,-19.0931,-6.32682,78.2045,58.2584,-181.515,-179.824,41.1362,34.9529,273.714,95.8981
35.6404,-19.223,-6.43117,78.0009,58.0957,-181.266,-179.624,40.6732,34.5825,285.775,86.3232
35.6804,-19.3519,-6.53468,77.7969,57.9327,-181.015,-179.424,40.2097,34.2119,296.697,75.5954
35.7204,-19.4797,-6.63739,77.5924,57.7692,-180.763,-179.223,39.7459,33.8409,306.387,63.8554
35.7604,-19.6065,-6.73926,77.3873,57.6053,-180.51,-179.021,39.2817,33.4696,314.761,51.2564
35.8004,-19.7323,-6.84035,77.1818,57.441,-180.256,-178.818,38.8171,33.0978,321.76,37.9476
35.8404,-19.857,-6.98437,76.9757,57.2044,-180,-178.525,38.352,32.5633,329.327,17.875
35.8804,-19.9807,-7.08374,76.7692,57.0393,-179.744,-178.32,37.8866,32.1911,332.821,3.46312
35.9204,-20.1033,-7.1823,76.5621,56.8738,-179.486,-178.114,37.4208,31.8184,334.849,-11.1204
35.9604,-20.2249,-7.28002,76.3546,56.7079,-179.226,-177.907,36.9546,31.4455,335.424,-25.7182
36.0004,-20.3454,-7.37691,76.1465,56.5416,-178.966,-177.699,36.4879,31.0721,334.576,-40.1866
36.0404,-20.4649,-7.47289,75.938,56.375,-178.704,-177.49,36.021,30.6988,332.348,-54.3754
36.0804,-20.5833,-7.56806,75.729,56.2079,-178.441,-177.28,35.5536,30.3249,328.796,-68.17
36.1204,-20.7006,-7.7036,75.5194,55.9672,-178.177,-176.977,35.0858,29.7873,321.496,-87.0852
36.1604,-20.8169,-7.79707,75.3094,55.7994,-177.912,-176.765,34.6177,29.4128,314.992,-99.4622
36.2004,-20.9321,-7.88967,75.0989,55.6311,-177.645,-176.552,34.1492,29.038,307.429,-111.06
36.2404,-21.0462,-7.98142,74.8879,55.4624,-177.377,-176.339,33.6803,28.663,298.904,-121.796
36.2804,-21.1592,-8.07229,74.6763,55.2934,-177.108,-176.124,33.211,28.2877,289.521,-131.597
36.3204,-21.2711,-8.16232,74.4644,55.1239,-176.837,-175.908,32.7414,27.912,279.385,-140.406
36.3605,-21.382,-8.25145,74.2519,54.9541,-176.566,-175.691,32.2714,27.5361,268.609,-148.171
36.4005,-21.4918,-8.37832,74.0389,54.7095,-176.293,-175.378,31.801,26.9953,252.182,-157.455
36.4405,-21.6004,-8.46572,73.8254,54.5388,-176.019,-175.159,31.3303,26.6188,240.25,-162.572
36.4805,-21.708,-8.55223,73.6115,54.3679,-175.743,-174.939,30.8592,26.242,228.052,-166.561
36.5205,-21.8145,-8.63786,73.3971,54.1965,-175.466,-174.718,30.3877,25.8649,215.696,-169.427
36.5605,-21.9198,-8.72262,73.1822,54.0247,-175.188,-174.496,29.916,25.4874,203.281,-171.181
36.6005,-22.0241,-8.80649,72.9668,53.8525,-174.909,-174.273,29.4438,25.1098,190.911,-171.843
36.6405,-22.1272,-8.88945,72.7509,53.68,-174.629,-174.049,28.9713,24.7319,178.683,-171.444
36.6805,-22.2292,-9.00741,72.5345,53.4314,-174.347,-173.726,28.4985,24.1883,161.486,-169.08
36.7205,-22.3301,-9.0886,72.3177,53.2581,-174.064,-173.5,28.0253,23.8097,149.898,-166.245
36.7605,-22.4299,-9.16888,72.1004,53.0844,-173.779,-173.273,27.5518,23.4309,138.731,-162.495
36.8005,-22.5285,-9.24824,71.8826,52.9104,-173.494,-173.045,27.0779,23.052,128.054,-157.89
36.8405,-22.626,-9.32672,71.6644,52.7359,-173.207,-172.815,26.6037,22.6726,117.919,-152.488
36.8805,-22.7223,-9.40427,71.4456,52.5611,-172.919,-172.585,26.1292,22.2931,108.386,-146.358
36.9205,-22.8176,-9.4809,71.2264,52.3859,-172.629,-172.354,25.6543,21.9133,99.4946,-139.565
36.9605,-22.9116,-9.58976,71.0067,52.1335,-172.338,-172.021,25.1791,21.3669,87.885,-128.749
37.0005,-23.0045,-9.66458,70.7866,51.9575,-172.046,-171.787,24.7036,20.9865,80.6679,-120.585
37.0405,-23.0963,-9.73846,70.566,51.7811,-171.753,-171.553,24.2278,20.6059,74.2017,-111.995
37.0805,-23.1869,-9.81143,70.3449,51.6044,-171.458,-171.318,23.7516,20.225,68.4973,-103.047
37.1205,-23.2764,-9.88347,70.1233,51.4273,-171.162,-171.082,23.2752,19.8439,63.5637,-93.8105
37.1605,-23.3647,-9.95471,69.9013,51.2495,-170.865,-170.844,22.7984,19.4618,59.3955,-84.3358
37.2005,-23.4518,-10.0248,69.6788,51.072,-170.566,-170.606,22.3213,19.0808,56.0084,-74.7375
37.2405,-23.5377,-10.094,69.4559,50.8938,-170.267,-170.366,21.8439,18.6989,53.3744,-65.0312
37.2805,-23.6225,-10.1623,69.2325,50.7152,-169.965,-170.126,21.3661,18.3168,51.4851,-55.2907
37.3205,-23.7061,-10.2612,69.0086,50.4523,-169.663,-169.771,20.8881,17.7552,50.0192,-40.9967
37.3605,-23.7885,-10.3276,68.7842,50.273,-169.359,-169.529,20.4098,17.3726,49.8867,-31.3476
37.4005,-23.8697,-10.3931,68.5594,50.0934,-169.054,-169.285,19.9312,16.9898,50.4279,-21.8458
37.4405,-23.9497,-10.4556,68.3342,49.9188,-168.748,-169.048,19.4523,16.6184,51.5672,-12.8185
37.4805,-24.0285,-10.549,68.1085,49.6539,-168.44,-168.687,18.9731,16.0556,54.3878,0.4692
37.5205,-24.1062,-10.6115,67.8823,49.4732,-168.131,-168.441,18.4935,15.6721,57.0215,9.20281
37.5605,-24.1826,-10.6732,67.6557,49.292,-167.821,-168.193,18.0138,15.2883,60.1868,17.6213
37.6005,-24.2578,-10.732,67.4286,49.1162,-167.509,-167.952,17.5337,14.9163,63.7221,25.4456
37.6405,-24.3319,-10.7917,67.2011,48.9342,-167.196,-167.702,17.0533,14.5319,67.8191,33.1615
37.6805,-24.4047,-10.8504,66.9731,48.752,-166.882,-167.451,16.5727,14.1475,72.3298,40.4878
37.7205,-24.4762,-10.9334,66.7446,48.4895,-166.566,-167.089,16.0917,13.5946,79.4876,50.3421
37.7605,-24.5466,-10.9902,66.5157,48.3065,-166.249,-166.835,15.6105,13.2096,84.8879,56.7085
37.8005,-24.6157,-11.0461,66.2864,48.1232,-165.931,-166.581,15.1291,12.8244,90.575,62.6427
37.8405,-24.6836,-11.1009,66.0566,47.9395,-165.611,-166.326,14.6473,12.4391,96.5083,68.1377
37.8805,-24.7503,-11.1547,65.8264,47.7555,-165.29,-166.07,14.1653,12.0535,102.654,73.1949
37.9205,-24.8158,-11.2076,65.5957,47.5711,-164.968,-165.812,13.683,11.6677,108.975,77.813
37.9605,-24.88,-11.2595,65.3646,47.3862,-164.644,-165.554,13.2005,11.2815,115.441,81.9984
38.0005,-24.9429,-11.3088,65.133,47.2069,-164.319,-165.302,12.7177,10.9074,121.802,85.6401
38.0405,-25.0046,-11.3804,64.901,46.9404,-163.993,-164.928,12.2347,10.3521,131.402,90.3329
38.0805,-25.0651,-11.4293,64.6686,46.7546,-163.665,-164.666,11.7513,9.96544,138.162,93.1089
38.1205,-25.1243,-11.4772,64.4357,46.5684,-163.336,-164.403,11.2678,9.57862,144.931,95.4839
38.1605,-25.1822,-11.5241,64.2024,46.3819,-163.005,-164.139,10.784,9.19156,151.686,97.4724
38.2005,-25.2389,-11.5699,63.9686,46.195,-162.674,-163.874,10.2999,8.80434,158.401,99.0886
38.2405,-25.2943,-11.6148,63.7344,46.0078,-162.34,-163.608,9.81559,8.41696,165.054,100.349
38.2805,-25.3485,-11.6778,63.4998,45.7382,-162.006,-163.225,9.33104,7.85975,174.517,101.575
38.3205,-25.4013,-11.7206,63.2647,45.5502,-161.67,-162.956,8.84625,7.4719,181.004,102.04
38.3605,-25.4529,-11.7624,63.0292,45.3619,-161.333,-162.687,8.36122,7.08387,187.369,102.205
38.4005,-25.5032,-11.8032,62.7932,45.1733,-160.994,-162.417,7.87596,6.69567,193.598,102.087
38.4405,-25.5523,-11.8429,62.5569,44.9844,-160.654,-162.145,7.39047,6.30731,199.676,101.706
38.4805,-25.6,-11.8816,62.3201,44.7951,-160.313,-161.873,6.90474,5.91871,205.595,101.081
38.5205,-25.6465,-11.9193,62.0829,44.6054,-159.97,-161.599,6.4188,5.53,211.343,100.232
38.5605,-25.6916,-11.9548,61.8452,44.4213,-159.626,-161.333,5.93264,5.15316,216.741,99.2126
38.6005,-25.7355,-12.006,61.6072,44.1478,-159.281,-160.936,5.44632,4.59395,224.474,97.3706
38.6405,-25.7782,-12.0406,61.3688,43.9571,-158.934,-160.659,4.95991,4.20465,229.661,95.8752
38.6805,-25.8197,-12.0743,61.1301,43.7662,-158.586,-160.381,4.47347,3.8154,234.661,94.2291
38.7205,-25.86,-12.107,60.8911,43.5752,-158.237,-160.102,3.98706,3.4263,239.475,92.4478
38.7605,-25.8992,-12.1527,60.6518,43.3001,-157.886,-159.7,3.50075,2.8669,246.114,89.6607
38.8005,-25.9373,-12.1837,60.4124,43.1085,-157.534,-159.419,3.0146,2.47769,250.538,87.5797
38.8405,-25.9743,-12.2269,60.1727,42.833,-157.182,-159.014,2.52866,1.91864,256.617,84.4111
38.8805,-26.0103,-12.2689,59.9329,42.5573,-156.827,-158.607,2.04301,1.35984,262.399,81.0422
38.9205,-26.0454,-12.2973,59.693,42.3654,-156.472,-158.323,1.55771,0.971478,266.231,78.6043
38.9605,-26.0794,-12.325,59.4531,42.1732,-156.116,-158.038,1.07281,0.582829,269.902,76.1056
39.0005,-26.1126,-12.3518,59.2131,41.9814,-155.759,-157.753,0.588393,0.195487,273.401,73.565
39.0405,-26.1448,-12.378,58.9731,41.7893,-155.4,-157.467,0.104506,-0.191979,276.749,70.9805
39.0805,-26.1762,-12.4027,58.7331,41.6033,-155.041,-157.188,-0.378782,-0.566833,279.845,68.4463
39.1205,-26.2068,-12.4391,58.4932,41.3213,-154.68,-156.766,-0.861411,-1.13442,284.301,64.5368
39.1605,-26.2366,-12.4632,58.2534,41.1294,-154.319,-156.477,-1.34332,-1.52033,287.177,61.8351
39.2005,-26.2656,-12.4866,58.0137,40.9387,-153.957,-156.189,-1.82443,-1.90327,289.901,59.1354
39.2405,-26.294,-12.509,57.7742,40.7518,-153.594,-155.906,-2.3047,-2.27831,292.448,56.4776
39.2805,-26.3216,-12.5314,57.5349,40.5602,-153.229,-155.615,-2.78406,-2.66221,294.936,53.7458
39.3205,-26.3486,-12.5532,57.2959,40.3689,-152.865,-155.323,-3.26244,-3.04533,297.305,51.0102
39.3605,-26.3749,-12.5832,57.0571,40.1001,-152.499,-154.912,-3.73979,-3.58303,300.457,47.1451
39.4005,-26.4007,-12.604,56.8187,39.9091,-152.132,-154.619,-4.21603,-3.96459,302.576,44.3867
39.4405,-26.4259,-12.6244,56.5806,39.7184,-151.765,-154.326,-4.69111,-4.34524,304.591,41.6316
39.4805,-26.4506,-12.6444,56.3428,39.5279,-151.397,-154.031,-5.16497,-4.72513,306.508,38.8797
39.5205,-26.4748,-12.6639,56.1055,39.338,-151.028,-153.737,-5.63753,-5.10354,308.328,36.1365
39.5605,-26.4985,-12.6831,55.8687,39.1483,-150.659,-153.441,-6.10875,-5.48118,310.058,33.3969
39.6005,-26.5219,-12.7019,55.6323,38.959,-150.289,-153.146,-6.57855,-5.85759,311.701,30.6641
39.6405,-26.5448,-12.7199,55.3965,38.776,-149.918,-152.858,-7.04687,-6.22118,313.214,28.0219
39.6805,-26.5674,-12.7461,55.1612,38.505,-149.547,-152.432,-7.51365,-6.75902,315.329,24.0988
39.7205,-26.5897,-12.7719,54.9265,38.2348,-149.175,-152.004,-7.97883,-7.29494,317.3,20.164
39.7605,-26.6117,-12.7896,54.6925,38.0472,-148.802,-151.706,-8.44234,-7.66658,318.586,17.4236
39.8005,-26.6334,-12.8071,54.4591,37.8602,-148.429,-151.408,-8.90413,-8.03677,319.803,14.6869
39.8405,-26.6549,-12.8244,54.2264,37.6737,-148.056,-151.109,-9.36412,-8.40555,320.953,11.9516
39.8805,-26.6763,-12.8415,53.9945,37.4877,-147.682,-150.81,-9.82226,-8.77307,322.04,9.21446
39.9205,-26.6975,-12.866,53.7633,37.2214,-147.307,-150.38,-10.2785,-9.29883,323.494,5.27283
39.9605,-26.7186,-12.8829,53.5329,37.0368,-146.933,-150.08,-10.7327,-9.66304,324.435,2.52232
40.0005,-26.7396,-12.8997,53.3034,36.8528,-146.558,-149.78,-11.1849,-10.0257,325.316,-0.234612
40.0405,-26.7605,-12.9165,53.0747,36.6695,-146.182,-149.48,-11.635,-10.3867,326.142,-3.00001
40.0805,-26.7814,-12.9333,52.847,36.4867,-145.806,-149.179,-12.0829,-10.7462,326.911,-5.7785
40.1205,-26.8024,-12.95,52.6202,36.3049,-145.43,-148.878,-12.5286,-11.1036,327.626,-8.56732
40.1605,-26.8234,-12.9668,52.3943,36.1239,-145.054,-148.577,-12.972,-11.4593,328.286,-11.3729
40.2005,-26.8445,-12.991,52.1695,35.8648,-144.677,-148.144,-13.4131,-11.9679,329.14,-15.4361
40.2405,-26.8657,-13.0079,51.9458,35.6853,-144.3,-147.843,-13.8517,-12.3199,329.669,-18.2877
40.2805,-26.887,-13.0249,51.7231,35.5066,-143.923,-147.541,-14.2878,-12.6698,330.143,-21.1625
40.3205,-26.9086,-13.0421,51.5016,35.3289,-143.546,-147.239,-14.7214,-13.0179,330.563,-24.0645
40.3605,-26.9304,-13.0594,51.2812,35.1521,-143.168,-146.938,-15.1524,-13.3637,330.927,-26.9948
40.4005,-26.9524,-13.0846,51.062,34.8993,-142.791,-146.503,-15.5807,-13.8579,331.351,-31.2559
40.4405,-26.9747,-13.1101,50.844,34.6478,-142.413,-146.069,-16.0063,-14.3491,331.653,-35.5712
40.4805,-26.9973,-13.128,50.6273,34.4739,-142.036,-145.767,-16.4291,-14.6884,331.79,-38.6097
40.5205,-27.0203,-13.1463,50.4119,34.301,-141.658,-145.465,-16.849,-15.0257,331.865,-41.6887
40.5605,-27.0437,-13.1648,50.1978,34.1292,-141.281,-145.163,-17.266,-15.3604,331.875,-44.808
40.6005,-27.0675,-13.1837,49.9851,33.9585,-140.903,-144.861,-17.68,-15.6929,331.817,-47.9724
40.6405,-27.0917,-13.2119,49.7738,33.7093,-140.526,-144.417,-18.091,-16.1777,331.606,-52.6869
40.6805,-27.1164,-13.2315,49.5639,33.5407,-140.148,-144.115,-18.4988,-16.5056,331.372,-55.9471
40.7206,-27.1417,-13.2515,49.3555,33.3735,-139.771,-143.813,-18.9035,-16.8304,331.06,-59.2521
40.7606,-27.1675,-13.272,49.1486,33.2073,-139.394,-143.511,-19.305,-17.153,330.666,-62.6121
40.8006,-27.1939,-13.2928,48.9433,33.0424,-139.017,-143.209,-19.7031,-17.4728,330.186,-66.0236
40.8406,-27.221,-13.3142,48.7395,32.8787,-138.64,-142.908,-20.0979,-17.7901,329.615,-69.4903
40.8806,-27.2487,-13.3361,48.5374,32.7162,-138.263,-142.606,-20.4893,-18.1048,328.946,-73.0148
40.9206,-27.277,-13.3585,48.3369,32.5552,-137.887,-142.305,-20.8771,-18.4164,328.177,-76.5913
40.9606,-27.3062,-13.3808,48.1381,32.4004,-137.511,-142.013,-21.2615,-18.7158,327.329,-80.1144
41.0006,-27.336,-13.4044,47.941,32.242,-137.135,-141.713,-21.6422,-19.0217,326.341,-83.8055
41.0406,-27.3667,-13.4286,47.7456,32.085,-136.76,-141.412,-22.0192,-19.3249,325.232,-87.5542
41.0806,-27.3982,-13.4535,47.5521,31.9294,-136.385,-141.112,-22.3925,-19.6252,323.995,-91.3588
41.1206,-27.4305,-13.479,47.3603,31.7752,-136.01,-140.812,-22.762,-19.9224,322.624,-95.2158
41.1606,-27.4637,-13.5052,47.1705,31.6226,-135.636,-140.512,-23.1276,-20.2164,321.11,-99.1232
41.2006,-27.4979,-13.5322,46.9825,31.4714,-135.262,-140.213,-23.4893,-20.5074,319.445,-103.08
41.2406,-27.533,-13.572,46.7965,31.2563,-134.888,-139.783,-23.847,-20.9211,316.786,-108.817
41.2806,-27.5691,-13.6005,46.6124,31.1082,-134.516,-139.485,-24.2007,-21.2058,314.742,-112.835
41.3206,-27.6063,-13.6298,46.4303,30.9617,-134.143,-139.187,-24.5502,-21.4871,312.521,-116.887
41.3606,-27.6445,-13.66,46.2503,30.8168,-133.771,-138.889,-24.8956,-21.7652,310.114,-120.967
41.4006,-27.6838,-13.691,46.0723,30.6736,-133.4,-138.592,-25.2367,-22.0399,307.512,-125.069
41.4406,-27.7242,-13.7229,45.8964,30.5321,-133.03,-138.295,-25.5735,-22.311,304.706,-129.182
41.4806,-27.7658,-13.7557,45.7227,30.3921,-132.66,-137.999,-25.9059,-22.5788,301.685,-133.303
41.5206,-27.8086,-13.7884,45.5511,30.2583,-132.291,-137.712,-26.2339,-22.8348,298.544,-137.29
41.5606,-27.8526,-13.8383,45.3818,30.0623,-131.922,-137.288,-26.5575,-23.2095,293.507,-143.146
41.6006,-27.8979,-13.874,45.2147,29.9277,-131.554,-136.993,-26.8764,-23.4666,289.729,-147.159
41.6406,-27.9445,-13.9107,45.0499,29.7949,-131.187,-136.699,-27.1908,-23.7199,285.703,-151.124
41.6806,-27.9924,-13.9485,44.8874,29.664,-130.821,-136.406,-27.5004,-23.9696,281.418,-155.028
41.7206,-28.0416,-13.9874,44.7273,29.5349,-130.455,-136.113,-27.8054,-24.2155,276.866,-158.855
41.7606,-28.0923,-14.0274,44.5695,29.4077,-130.09,-135.821,-28.1055,-24.4576,272.041,-162.586
41.8006,-28.1444,-14.0672,44.4142,29.2863,-129.726,-135.538,-28.4007,-24.6883,267.101,-166.09
41.8406,-28.198,-14.128,44.2613,29.1091,-129.363,-135.12,-28.691,-25.0251,259.318,-171.022
41.8806,-28.253,-14.1714,44.111,28.9877,-129.001,-134.83,-28.9763,-25.2554,253.586,-174.236
41.9206,-28.3096,-14.2161,43.9631,28.8684,-128.64,-134.541,-29.2566,-25.4817,247.567,-177.261
41.9606,-28.3678,-14.262,43.8178,28.7511,-128.28,-134.252,-29.5317,-25.7039,241.259,-180.07
42.0006,-28.4275,-14.3092,43.6751,28.6359,-127.921,-133.964,-29.8017,-25.922,234.666,-182.635
42.0406,-28.4889,-14.3576,43.5351,28.5228,-127.563,-133.677,-30.0664,-26.1359,227.789,-184.929
42.0806,-28.552,-14.4059,43.3977,28.4153,-127.206,-133.4,-30.3258,-26.3391,220.858,-186.864
42.1206,-28.6167,-14.481,43.263,28.2554,-126.85,-132.981,-30.5798,-26.6407,209.934,-189.181
42.1606,-28.6832,-14.5335,43.1311,28.1487,-126.495,-132.697,-30.8284,-26.8419,202.224,-190.295
42.2006,-28.7515,-14.5874,43.0019,28.0442,-126.141,-132.413,-31.0715,-27.0386,194.284,-191.003
